"","B_Cycling","B_GC_DZ","B_GC_LZ","B_GC_prePB","B_IFN","B_activated","B_mem","B_naive","B_plasma","B_preGC","DC_CCR7.","DC_cDC1","DC_cDC2","DC_pDC","Endo","FDC","ILC","Macrophages_M1","Macrophages_M2","Mast","Monocytes","NK","NKT","T_CD4.","T_CD4._TfH","T_CD4._TfH_GC","T_CD4._naive","T_CD8._CD161.","T_CD8._cytotoxic","T_CD8._naive","T_TIM3.","T_TfR","T_Treg","VSMC"
"Magt1",0.20468886,0.10320843,0.13314816,0.14331391,0.13434596,0.10552489,0.1247801,0.098887764,0.5817148,0.13103317,0.33708236,0.05814244,0.29521656,0.5243369,0.36685053,0.08634074,0.14608653,0.25935614,0.17142045,0.11159402,0.20706283,0.17556736,0.13307223,0.1450419,0.12338021,0.13789283,0.11922442,0.13744672,0.122010395,0.14558457,0.36537677,0.14098255,0.087780006,0.08364744
"Mak16",0.2169098,0.10897179,0.12553045,0.024975253,0.079821736,0.058846734,0.05896161,0.054790266,0.054039538,0.13667247,0.077705115,0.049000952,0.14910413,0.07451884,0.16530345,0.12162251,0.049109064,0.029487692,0.07405958,0.12795864,0.04602994,0.05367876,0.05481706,0.044010464,0.03636428,0.0361245,0.04730416,0.046464022,0.029038731,0.07248134,0.14411454,0.065758474,0.04408712,0.12580469
"Mal",0.016909072,0.0028140256,0.0017706848,0.022024026,0.022362053,0.0015473864,0.0012964859,0.0025945941,0.03519521,0.0039647156,0.045800034,0.036162883,0.06814778,0.062430464,0.016760202,8.00514,0.026155295,0.03785827,0.30004638,0.11834287,0.010149852,0.01981363,0.01273584,0.9690823,0.6117597,0.24940644,0.9999044,0.29113334,0.022287432,0.7488734,0.43608388,0.72784907,1.0015919,0.2893038
"Mal2",0.0039777276,0.0015395951,0.0016855483,0.0326727,0.009298267,0.0004550496,0.0005019715,0.00023386264,0.0041034725,0.0050675096,0.0792466,0.022740506,0.012275139,0.010080656,0.003187695,0.5797834,0.0034104353,0.020875113,0.019262673,0.2338692,0.011420832,0.0011482432,0.0016549119,0.0005704434,0.0005540373,0.00095445686,0.0005627641,0.00076598855,0.00043418558,0.0007789193,0.0052250745,0.0019908056,0.00056937913,0.07002434
"Mall",0.00048234887,0.0014693855,0.00067587773,0.025496874,0.009514434,0.0005764967,0.0006288637,0.00027384676,0.0021480904,0.0052186335,0.052103594,0.021385308,0.0119834095,0.017216958,1.8598034,0.12596227,0.0030423214,0.020734562,0.016690854,0.1299623,0.015690936,0.0012802277,0.0015320291,0.0009145496,0.0004962266,0.00058643916,0.0009899186,0.0007884881,0.0004390168,0.0020334655,0.009205397,0.0022590782,0.0006617608,0.103119396
"Malsu1",0.757059,0.2503106,0.2771669,0.35710022,0.17908946,0.14619152,0.17154962,0.12768777,0.34982345,0.33985326,0.5337173,0.05850823,0.39844608,0.2650795,0.43206805,0.228088,0.14736672,0.14516495,0.257175,0.10877422,0.165875,0.16143364,0.16818173,0.21060844,0.1961861,0.21529353,0.19331586,0.14139217,0.13351035,0.1970037,0.4833234,0.2565258,0.21665058,0.48027796
"Malt1",0.591297,0.17842491,0.33403605,0.4093828,0.20907447,0.23926762,0.25331873,0.18125805,0.1508606,0.15113549,1.8262004,0.11879381,0.6778307,0.72412515,0.14273275,0.59974617,0.15402587,0.13263173,0.061149593,0.24522918,0.24637493,0.12783901,0.12275539,0.25614735,0.22363901,0.42708358,0.18288445,0.2232326,0.110413186,0.1254752,0.31361455,0.41383085,0.21180391,0.11196038
"Maml1",0.11440731,0.06472593,0.054224268,0.047770336,0.04802004,0.04204343,0.05242894,0.04185215,0.040034793,0.06594622,0.22660558,0.018206272,0.16690679,0.058371734,0.23549002,0.21841647,0.08957288,0.12562864,0.07276116,0.23040107,0.10234734,0.07628844,0.03678668,0.046580736,0.037759006,0.058049746,0.04326497,0.041015312,0.042519685,0.04838815,0.12951992,0.072680056,0.04549673,0.17155544
"Maml2",0.01553654,0.013969893,0.005340668,0.01782301,0.17086942,0.143402,0.15559371,0.14137569,0.008291838,0.14083128,0.38071227,0.061889604,0.12206336,0.041584723,0.22855549,0.18693718,0.49192703,0.041556407,0.07039618,0.43086773,0.10627239,0.16245253,0.076479785,0.2511789,0.27728376,0.18356074,0.34040487,0.20218296,0.10218506,0.3652853,0.2639889,0.12792902,0.28494716,0.28291622
"Maml3",0.23679633,0.33265528,0.4224415,0.2203142,0.009071041,0.023587847,0.0003355859,0.027778964,0.07034751,0.009547798,0.042876557,0.030288856,0.14088048,0.10786724,0.1110022,0.08672569,0.13076286,0.044146396,0.053970244,0.35652217,0.103138864,0.04786318,0.0041613365,0.013932758,0.02073915,0.015972346,0.027511364,0.037786275,0.0008295094,0.040596575,0.059443176,0.0046711606,0.016593313,0.08854413
"Man1a",0.120744206,0.12259554,0.055694465,0.12547381,0.07021267,0.06642782,0.027826417,0.035019938,1.0035911,0.06970783,0.26079854,0.077349044,0.3750816,0.5906369,0.5698832,0.05660263,0.2279092,0.74247813,0.21976504,0.46560195,0.20636737,0.12560512,0.10554945,0.045837726,0.026582712,0.11247462,0.009617628,0.049116496,0.045498956,0.027830174,0.11457901,0.10972715,0.026387073,0.35399514
"Man1a2",0.2390119,0.20166765,0.18880011,0.2708765,0.15051626,0.11403602,0.13474037,0.09949635,0.63808227,0.15289257,0.12851103,0.039137423,0.45381266,0.47285292,0.37619606,0.63298607,0.14999568,0.24989071,0.17407794,0.109624244,0.19716005,0.20471713,0.16845196,0.16781247,0.1186054,0.22188056,0.12270082,0.14063397,0.13468276,0.15265098,0.34286758,0.24512446,0.15506665,0.29061615
"Man1b1",0.15660997,0.12327431,0.1597857,0.21648872,0.14155069,0.070812665,0.13057102,0.07831252,0.22809833,0.038272377,0.28948277,0.18406972,0.3162993,0.22823642,0.3475869,0.14477283,0.12885068,0.15889089,0.16688174,0.11318115,0.1181284,0.19399762,0.12948479,0.13526075,0.121453196,0.17147334,0.12357575,0.12514924,0.12087752,0.1189003,0.31257167,0.16482455,0.16111125,0.24499252
"Man2a1",0.263527,0.14978305,0.2356059,0.33685082,0.07383719,0.08262741,0.14417522,0.07509885,0.29590592,0.067145884,0.10811568,0.034964677,0.26866332,0.28394374,0.16324364,0.18636654,0.10688866,0.11536607,0.1751446,0.12314321,0.19534169,0.077290654,0.07591004,0.14634381,0.27692804,0.31080619,0.10678832,0.13973725,0.16485244,0.12979613,0.3230007,0.17709275,0.08664908,0.36055502
"Man2b2",0.116343275,0.08289175,0.08021472,0.10999255,0.07522541,0.054054752,0.07678691,0.051036526,0.078814484,0.015088714,0.15067172,0.017393392,0.14821446,0.080784366,0.10832813,0.075968765,0.09889888,0.10753014,0.17598787,0.30702794,0.112286076,0.099476695,0.08798442,0.0829793,0.0760307,0.08816189,0.07219154,0.06814119,0.08323285,0.06735354,0.16917355,0.12053585,0.097040616,0.1547186
"Man2c1",0.05843876,0.022671692,0.07303892,0.22835173,0.05703818,0.031146424,0.063374996,0.04089765,0.14196898,0.076743856,0.14511159,0.07464359,0.31136855,0.29092017,0.40852913,0.20572124,0.11467054,0.13359374,0.13674651,0.1982215,0.21881598,0.07169172,0.059307978,0.106193796,0.08606934,0.11919087,0.09218505,0.0690717,0.07585635,0.09474156,0.13775268,0.09783719,0.09169275,0.48447242
"Manba",0.26455283,0.22450885,0.43560275,0.20211622,0.3571491,0.3481841,0.34878543,0.29734945,0.10186393,0.3432635,0.39783278,0.14841518,0.60844344,0.23213896,0.054693516,0.1587508,0.054828085,0.45919368,0.29373717,0.16385892,0.4615932,0.065806404,0.06795233,0.09228546,0.05481325,0.036548007,0.082718,0.09623409,0.075630866,0.11776951,0.14128381,0.09067726,0.053277563,0.17514342
"Manbal",0.13106203,0.071761385,0.08368216,0.19628006,0.058974482,0.0542692,0.065779656,0.04238758,0.24396068,0.0896909,0.05168404,0.032337546,0.23001471,0.21205477,0.31245917,0.23672895,0.047128484,0.07944476,0.079976715,0.22183542,0.15532874,0.03915032,0.033299446,0.039778616,0.027145071,0.04560761,0.030480353,0.026627867,0.02457033,0.046234116,0.09363554,0.07493252,0.038345058,0.38029456
"Manea",0.10303053,0.023516519,0.044528827,0.056198783,0.041771404,0.02054921,0.03072776,0.01722546,1.0289608,0.030140197,0.044263784,0.016588414,0.048191577,0.06490296,0.107495874,0.08255968,0.059252463,0.053590238,0.05086679,0.11354255,0.028425746,0.04615389,0.04930216,0.04986248,0.035643842,0.055744875,0.03652089,0.03778609,0.030584559,0.030608838,0.12074146,0.06513745,0.031547718,0.12911054
"Manf",1.1810291,0.19541535,0.4274727,0.47845984,0.17880256,0.18368442,0.20497781,0.15521367,5.5907407,0.6598124,0.46962678,0.15461905,0.97680616,1.7411292,0.8151321,0.47934714,0.36967415,0.5317612,0.42520088,1.2076678,0.3649644,0.6148249,0.54734904,0.41589308,0.23217216,0.28575805,0.23200306,0.31927198,0.35129058,0.27819097,0.7304798,0.41325185,0.24125713,0.5007627
"Maoa",0.0015029568,0.00076440617,0.0005504394,0.026051147,0.009463062,0.00042206462,0.00018730394,0.0001978942,0.0016187483,0.00510254,0.05362098,0.01961546,0.0098951645,0.007950282,0.2681824,0.028793028,0.003502516,0.0206449,0.014901276,0.15166333,0.005098704,0.0023342548,0.0017010641,0.0006319981,0.00071813824,0.00059144414,0.00032001096,0.00082141405,0.00041462664,0.0007769193,0.0060088937,0.0018533141,0.0011601333,0.6554027
"Maob",0.0011685072,0.0007992607,0.0006986212,0.053300556,0.009429574,0.0009484203,0.00014390929,0.0003060337,0.0039244615,0.0051743863,0.05020144,0.018781498,0.011333813,0.008894668,0.11089635,0.47647268,0.0029273997,0.01697127,0.017918382,1.502479,0.005756767,0.0022878784,0.0015379647,0.00059415353,0.00040451804,0.0008525601,0.00029644885,0.0024783888,0.00075913646,0.001409061,0.004513269,0.0019270428,0.0016742002,0.31480536
"Map1a",0.0013964036,0.0010136802,0.0017043437,0.022967815,0.008739678,0.0031260683,0.0005981465,0.0003566153,0.004565443,0.0054444163,0.09330715,0.01841003,0.010944368,2.372288,0.018370897,0.030411446,0.026024709,0.01783302,0.01634405,0.12383258,0.009941386,0.0050299717,0.0060644443,0.0112057915,0.0038044432,0.0037934796,0.0060099317,0.03037795,0.0062580192,0.01644727,0.00962886,0.010154679,0.0058795675,0.85506546
"Map1b",0.050587595,0.062183835,0.08473345,0.17664908,0.020844761,0.0026722688,0.027495136,0.0005543845,0.008948011,0.0064117224,0.08901859,0.026287865,0.035323124,0.009516484,0.6195768,0.09949946,0.00348181,0.050217897,0.020075634,0.33091903,0.0071354723,0.0019478068,0.0017807364,0.0036268288,0.0009728269,0.0032187384,0.0011336359,0.0008360951,0.0018302229,0.0012591911,0.0054257675,0.0029143123,0.000613793,2.7582386
"Map1lc3a",0.14070612,0.26382953,0.10015411,0.29196373,0.034520697,0.026174568,0.089148425,0.0051249275,0.09721021,0.030769562,0.9063912,0.12788503,0.18903883,0.056136277,1.2485852,5.627763,0.07990127,0.7575802,0.11981536,0.33310252,0.13535763,0.18066038,0.031036155,0.08679016,0.06927837,0.09630481,0.03036855,0.06199369,0.16839333,0.029893626,0.14322467,0.2556281,0.14237846,1.1198381
"Map1s",0.3550202,0.1522837,0.20456322,0.25760946,0.07008404,0.059063975,0.07748736,0.057208527,0.123916596,0.13013017,0.07504912,0.16516407,0.29915208,0.18351977,0.20615672,0.2617106,0.086933516,0.19120297,0.19108593,0.20790306,0.08279869,0.098315895,0.07678561,0.05529737,0.04406183,0.10147041,0.04612871,0.05239862,0.06021404,0.05235124,0.2709756,0.0880892,0.05561293,0.16755244
"Map2k1",1.0511916,0.5271015,0.41982105,0.8085053,0.16495271,0.10772647,0.12623441,0.09481055,0.39882708,0.063649096,0.619222,0.18518877,1.2297976,0.4833492,0.141864,0.3713083,0.48514077,0.3394573,0.1374387,0.09946809,0.44234875,0.17939404,0.19985022,0.25180075,0.10660503,0.12491431,0.15614957,0.14086258,0.1376988,0.15675677,0.3562912,0.1616656,0.10198237,0.44243982
"Map2k2",0.68286943,0.35154873,0.31378418,0.58143276,0.10090803,0.11916583,0.16612984,0.1162832,0.58009887,0.16216299,0.27829826,0.05369745,0.5182334,0.40938216,0.29236212,0.25196925,0.18485539,0.18386905,0.08513804,0.092064686,0.2022067,0.29764315,0.13485418,0.12552732,0.085384876,0.2598824,0.09561001,0.1063824,0.12650587,0.10583103,0.44455454,0.21659179,0.1016286,0.7106401
"Map2k3",0.80223066,0.5593613,0.5019147,0.47854406,0.2611559,0.2029764,0.2854815,0.20947,0.55223316,0.3249897,0.23359264,0.10855808,0.9654339,0.8926347,0.53600484,0.40022802,0.19500948,0.40691486,0.22677433,0.8379846,0.6488026,0.38885763,0.20666723,0.22419728,0.15418646,0.3267088,0.17274418,0.15654373,0.2285148,0.1351237,1.1776015,0.5015652,0.25230995,0.43021944
"Map2k4",0.13957556,0.07656412,0.09232729,0.1371233,0.057122815,0.05207016,0.05605015,0.04131168,0.09668557,0.091641754,0.071452364,0.05669172,0.10318458,0.08974581,0.083626226,0.08051628,0.05545439,0.06272359,0.067359045,0.11036586,0.056813046,0.06626222,0.05260543,0.041648604,0.044843674,0.09503476,0.04682507,0.050554458,0.039051674,0.067811586,0.13944237,0.069119126,0.03534898,0.12666939
"Map2k5",0.11436039,0.09093557,0.05889189,0.08898027,0.06011761,0.053162426,0.06262453,0.047643453,0.05062447,0.05087544,0.06321333,0.050646514,0.15555568,0.15240915,0.11721683,0.07066652,0.10055018,0.041492622,0.035647303,0.3046313,0.10013572,0.08963668,0.08583441,0.07060449,0.08053637,0.11147126,0.08690647,0.064943545,0.07042613,0.08363099,0.15427148,0.12043367,0.08590888,0.1570353
"Map2k6",0.12486702,0.11938408,0.095657244,0.07092974,0.043286074,0.024395516,0.044846445,0.020107536,0.11790654,0.011599465,0.049264304,0.27599335,0.21991085,0.5254606,0.050441965,0.08745746,0.10646243,0.059212532,0.06915135,0.14603065,0.052181818,0.0813576,0.09438242,0.08431629,0.09252355,0.07892824,0.081063576,0.091529466,0.08405751,0.08339627,0.11938688,0.024629617,0.042157426,0.12197412
"Map2k7",0.3900853,0.23787412,0.23908941,0.24403253,0.20666303,0.14625473,0.17124043,0.13185681,0.28243417,0.27884996,0.16173424,0.049058065,0.23812957,0.24589911,0.22192131,0.18696067,0.20263451,0.24909645,0.09561063,0.28525716,0.16859472,0.2521106,0.15808235,0.18190901,0.11901215,0.16402349,0.1608368,0.17173149,0.15385826,0.17215613,0.2464805,0.1816905,0.18025485,0.2884086
"Map3k1",0.18930161,0.12605803,0.1305178,0.19432102,0.30997142,0.36507282,0.40399313,0.29475743,0.17137972,0.23652811,0.37106875,0.05829915,0.4963905,0.20023212,0.26948705,0.15785371,0.12021875,0.19625017,0.20453854,0.31041533,0.6504131,0.056857128,0.03852809,0.16461201,0.06351491,0.093164824,0.10700207,0.09862531,0.02960974,0.044317428,0.08582488,0.117690705,0.24243493,0.11245681
"Map3k11",0.28982255,0.14283127,0.20945778,0.18825853,0.15110224,0.12692973,0.16326743,0.12541972,0.18064268,0.21065187,0.3305955,0.18318228,0.89979833,0.2256083,1.2644073,0.23379222,0.25662345,0.36142713,0.27259162,0.20495585,0.5870886,0.22866765,0.18855502,0.1668554,0.13164335,0.19338417,0.16168569,0.15018493,0.11479746,0.14093497,0.37164935,0.22256811,0.16578376,0.074034885
"Map3k13",0.346444,0.14405715,0.14001979,0.3681796,0.15924603,0.13519591,0.20515111,0.11629839,0.34581178,0.2430288,1.8033997,0.8178203,0.6472704,0.1826943,1.2181218,0.3840167,0.20432277,0.27924192,0.21392201,0.21324292,0.27296513,0.12907638,0.099525996,0.1450756,0.091483325,0.05369146,0.124248646,0.13104588,0.07637231,0.17944857,0.17728706,0.06952448,0.047067616,0.43197653
"Map3k14",0.13759837,0.09364511,0.1409353,0.21987961,0.16345872,0.10349049,0.1258272,0.112218946,0.1018646,0.105015635,0.6829248,0.049991548,0.31544337,0.22906171,0.15608609,0.25786194,0.055518962,0.07465093,0.112905376,0.10971066,0.07827183,0.053303536,0.054082602,0.07180702,0.046911858,0.08477364,0.045107823,0.070558965,0.05438659,0.048129734,0.15828027,0.10388816,0.09429706,0.1728753
"Map3k2",0.32204038,0.25584352,0.21668415,0.23397088,0.14943498,0.17532887,0.22959283,0.1603581,0.28030795,0.212792,0.22597073,0.056739062,0.6049949,1.0569044,0.16649021,0.53024393,0.12155897,0.2808039,0.17774795,0.103044435,0.40534157,0.16309911,0.12582083,0.17889024,0.11841316,0.17010018,0.1456292,0.15380168,0.11212949,0.16399628,0.26838252,0.154797,0.11517685,0.5137031
"Map3k3",0.094208345,0.05180135,0.044808127,0.08485972,0.0665801,0.04328992,0.06342694,0.030260758,0.05670939,0.01883834,0.08351465,0.030977987,0.1292084,0.09799722,0.3210063,0.06336965,0.052254107,0.13249825,0.24981993,0.19078071,0.33778453,0.07962697,0.057724833,0.060745258,0.069755875,0.0768358,0.056689072,0.07070268,0.052183893,0.06835994,0.16965307,0.058981866,0.061686367,0.2243376
"Map3k4",0.17884386,0.099287815,0.104225144,0.23253013,0.12526293,0.07054285,0.08933411,0.051471647,0.07889636,0.076864265,0.17673932,0.05040611,0.15115203,0.14114714,0.10889516,0.08008893,0.10601643,0.021415327,0.08878302,0.18514192,0.07378157,0.09719691,0.10637453,0.15354185,0.113857284,0.16911562,0.07063861,0.10755859,0.055770542,0.07933845,0.15897587,0.39601845,0.077256255,0.10239457
"Map3k5",0.025014408,0.0056159333,0.010308678,0.022562817,0.042277113,0.055548396,0.07811663,0.052720077,0.015048226,0.041736968,0.08478347,0.03593186,0.18803914,0.14872894,0.05441013,0.05415132,0.08015983,0.0356693,0.077232,0.113726094,0.18210755,0.062047843,0.08611086,0.09612027,0.12311852,0.20524108,0.036347058,0.06969819,0.08307592,0.022587169,0.31671003,0.30152404,0.1365278,0.120127685
"Map3k7",0.4753599,0.23159792,0.26328495,0.3597291,0.14175904,0.108329184,0.1395492,0.10603602,0.11777712,0.17280027,0.16492988,0.1701562,0.26685154,0.1998381,0.23836301,0.3157511,0.27106497,0.26106083,0.20930073,0.10575473,0.14324272,0.17098449,0.09548605,0.11709711,0.09676272,0.1617373,0.10445581,0.0891894,0.096409716,0.11091647,0.34410256,0.15553518,0.118857466,0.40974143
"Map3k8",0.551169,0.43772352,1.0662313,0.6662002,0.525385,0.7375936,0.6872293,0.50389886,0.19284855,0.5764865,0.8219394,0.16115609,2.4124455,1.4321302,0.27457157,0.81182694,1.5541279,0.23537165,0.57864445,0.27601126,0.6064226,1.7273765,0.4817783,0.1096775,0.1372041,0.3158837,0.009846864,0.20356314,0.414312,0.010323862,0.41617924,0.34928447,0.15261358,0.26664248
"Map4",0.30172107,0.17230947,0.20362669,0.15130708,0.12521908,0.15195408,0.20781459,0.11037532,0.18759915,0.26032677,0.9834453,0.2972544,0.53582996,0.3965057,0.815522,0.64166105,0.30954495,0.23271617,0.13454479,0.19582608,0.1745921,0.23667054,0.11860439,0.17064354,0.1022242,0.14161712,0.07676074,0.16293566,0.16649833,0.07323168,0.40342253,0.15510844,0.10996108,0.7978021
"Map4k1",1.4352636,0.9137785,1.2126633,0.87500453,0.3568033,0.21527798,0.46553838,0.18961993,0.26143643,0.21334912,0.073574275,0.38476017,0.8321957,0.7619324,0.0061502666,0.19636843,0.14879929,0.20052503,0.10293024,0.19581641,0.06287283,0.15670703,0.28768167,0.29274464,0.2316,0.3985166,0.14746815,0.23596348,0.35486317,0.1370325,0.74244416,0.5125535,0.23861824,0.07985829
"Map4k2",1.207433,0.7710392,0.48775753,0.9692215,0.3477923,0.21099636,0.26103082,0.20407464,0.4166018,0.09864584,0.1614496,0.06886003,0.24318497,0.2179438,0.16246814,0.24038866,0.09515829,0.20596655,0.09757208,0.108632594,0.10888765,0.052912883,0.1399003,0.24951352,0.15183462,0.109445155,0.18085429,0.1305857,0.09358186,0.18500262,0.33730653,0.16210972,0.19888721,0.12477479
"Map4k4",1.4550824,1.1115302,1.0359247,0.96361613,0.27990004,0.20502278,0.3121848,0.1933951,0.26516667,0.21248335,0.5198996,0.05682895,0.13444504,0.8305226,0.45327285,1.3842702,0.04963942,0.06146199,0.04188566,0.23598118,0.33814362,0.09211993,0.07019076,0.13854563,0.096855015,0.15247187,0.11653121,0.09571332,0.08040929,0.10792036,0.21357225,0.089989364,0.109527014,0.44764712
"Map4k5",0.2482588,0.33294255,0.17113604,0.20523489,0.10945872,0.13500783,0.16585642,0.11503424,0.15036069,0.14966804,0.22968046,0.06904575,0.2816313,0.1611189,0.41795996,0.4707899,0.1539926,0.12150077,0.12163702,0.21125214,0.11863204,0.17306872,0.1397323,0.09159016,0.08263979,0.075429104,0.07870823,0.12529604,0.11748034,0.08539525,0.19708644,0.07149258,0.10593516,0.34599042
"Map7",0.004514917,0.0016559433,0.0012363397,0.029836182,0.009762043,0.003164041,0.011281546,0.0021247007,0.019033235,0.005465051,0.13491637,0.025178762,0.16848677,0.017899372,0.038217023,0.03864182,0.12775128,0.056896843,0.41412625,0.34801337,0.01809282,0.008664463,0.0016600435,0.0077111856,0.035373073,0.122539505,0.0072864746,0.005723728,0.0016600147,0.0017137623,0.14115314,0.018905139,0.13200212,0.0658371
"Map7d1",0.284836,0.15193562,0.09857937,0.15371244,0.017332964,0.032964814,0.040615935,0.032398045,0.2723919,0.07627346,0.43348405,0.10848897,0.7522258,0.500595,0.3939839,0.103816696,0.20965494,0.4139899,0.27411437,0.10577014,0.25892115,0.28379324,0.22624183,0.30388156,0.17248027,0.1333459,0.21996325,0.24558125,0.21659645,0.24098279,0.5874561,0.1864353,0.21209721,0.7241853
"Map7d3",0.2561658,0.06915925,0.12116254,0.2989255,0.18708763,0.0666419,0.13216487,0.0712878,0.15536982,0.16227286,0.1317831,0.061372474,0.19073841,0.13146129,0.244481,0.23200724,0.10142979,0.19337697,0.046709746,0.26081136,0.12021849,0.105857946,0.06938765,0.08212439,0.043554656,0.07631405,0.04685697,0.06118004,0.045715433,0.045050766,0.31483883,0.1392561,0.056082707,0.9942679
"Map9",0.104651384,0.05368292,0.05136377,0.051901612,0.15124618,0.060968254,0.11442564,0.058406595,0.10342446,0.06864506,0.047923766,0.030676585,0.0813595,0.118625715,0.0063996874,0.17823565,0.15839729,0.015833216,0.022707669,0.13324617,0.01208903,0.07694692,0.08530487,0.08497722,0.06155674,0.070405185,0.0486572,0.12513135,0.05341475,0.11933033,0.118141614,0.041409485,0.035916626,0.23615555
"Mapk1",0.4991679,0.25577024,0.2020195,0.102001905,0.16346118,0.18318596,0.18581699,0.15475039,0.06603026,0.28976554,0.21612877,0.077966355,0.57700616,0.45247403,0.35131544,0.3439498,0.15364069,0.27811655,0.3996694,0.19304216,0.49553367,0.9692643,0.2847413,0.14469226,0.10954144,0.14513199,0.10362845,0.20503351,0.22601034,0.14119366,0.34964824,0.13690083,0.13240187,0.38486853
"Mapk10",0.07338572,0.15084301,0.12550274,0.2788568,0.009724242,0.0062757004,0.0075106653,0.005231985,0.008667967,0.01158588,0.047735143,0.019713055,0.014754142,0.017142393,0.0030430981,0.1923873,0.04937573,0.032694124,0.029338028,0.14132795,0.005509357,0.0011692146,0.0016777908,0.00058952044,0.00085822283,0.009368663,0.00034358146,0.00079278165,0.00043986223,0.00080917083,0.007844415,0.024229068,0.0008663022,0.4416744
"Mapk13",0.20210813,0.06520497,0.07790663,0.023611445,0.014580054,0.08220801,0.04749209,0.08363496,0.17231008,0.12672314,0.07180209,0.02641973,0.010066892,0.010183995,0.023351878,0.030766493,0.0049167494,0.04523895,0.04346685,0.22344214,0.017822612,0.15228102,0.10176936,0.10144137,0.094879635,0.11743875,0.08857288,0.09059991,0.09758797,0.08873506,0.19843845,0.09917387,0.15679975,0.06730182
"Mapk14",0.30153432,0.15215912,0.13503271,0.14863297,0.09265859,0.0692675,0.07844435,0.07971331,0.11441645,0.060217205,0.15673786,0.07328259,0.22701411,0.14879255,0.22892232,0.1685599,0.08381223,0.14905311,0.2415387,0.18811348,0.2020446,0.14880349,0.10637925,0.07134964,0.07194189,0.08845398,0.09388764,0.079761855,0.07368532,0.08352943,0.1627243,0.08908412,0.09494711,0.20461772
"Mapk1ip1l",1.5557994,0.74355406,1.1843,1.2850666,0.560723,0.46330523,0.5074002,0.3870027,0.8578,0.7261579,0.57207084,0.3055616,1.0654877,0.826166,0.7303817,0.7474134,0.27744827,0.2247325,0.3727318,0.42629227,0.38498294,0.3700989,0.42979944,0.52464396,0.42966703,0.36419284,0.39493993,0.40989754,0.34070626,0.38634285,0.9774675,0.58392096,0.50264734,0.523186
"Mapk3",0.1917034,0.048299186,0.08035283,0.06101155,0.023672665,0.046365734,0.056003403,0.040078934,0.05494432,0.08067825,0.08142083,0.01922542,0.15394999,0.050538417,1.0924407,0.18804398,0.07009726,0.069308445,0.086775996,0.101174235,0.18462743,0.06554418,0.05872797,0.09920387,0.063786566,0.1130768,0.050540566,0.045129325,0.053288307,0.0716693,0.20895268,0.2545986,0.061374705,0.58565575
"Mapk6",0.27450877,0.10875451,0.13184346,0.10943888,0.036814515,0.06173393,0.0746281,0.036136266,0.09547995,0.12073916,0.17569871,0.026748821,0.2786709,0.10465626,0.12737232,0.2650123,0.11088072,0.13370006,0.13322517,0.21492244,0.15442148,0.08700984,0.06916408,0.08766312,0.082207575,0.19489773,0.05794426,0.094136156,0.07600165,0.07831101,0.37662843,0.23797159,0.09280084,0.1765171
"Mapk8",0.23584148,0.09650478,0.115730815,0.20079559,0.085756116,0.054760765,0.07293718,0.053906277,0.19658318,0.049302395,0.3192351,0.043509353,0.32602084,0.14285736,0.22160126,0.30152133,0.17992559,0.053123266,0.09418113,0.102035105,0.08765742,0.08151666,0.08378729,0.10785371,0.073303595,0.0925173,0.08588,0.08950286,0.05233166,0.10368934,0.18500572,0.08254395,0.0816667,0.13121745
"Mapk8ip3",0.1744851,0.16167632,0.2844949,0.34224537,0.17865416,0.14920676,0.21475843,0.11124338,0.21081853,0.101349644,0.16964936,0.020799655,0.1353822,0.21372935,0.13901606,0.20315336,0.09440262,0.10717766,0.04653508,0.110787034,0.114875175,0.07599504,0.12666623,0.062721185,0.052296806,0.06422032,0.064194426,0.077157125,0.048027713,0.08357936,0.11585621,0.09652492,0.07198153,0.281239
"Mapk9",0.20311473,0.07340038,0.066554725,0.024601802,0.08985143,0.025377752,0.046714265,0.026620317,0.10133801,0.012121801,0.09353661,0.031088755,0.19750355,0.10529698,0.10174253,0.27914587,0.026953634,0.09608358,0.092331514,0.105308734,0.060035095,0.0523686,0.03592863,0.04273099,0.025172452,0.05264505,0.027922072,0.04610715,0.04420331,0.039882187,0.12080296,0.060660582,0.0352168,0.08990195
"Mapkap1",0.366157,0.2104052,0.18749806,0.08493279,0.11198177,0.09456636,0.1577609,0.097238,0.17812644,0.20002925,0.18270165,0.16378877,0.51411486,0.2788769,0.26385134,0.27349734,0.14058653,0.20821811,0.20116648,0.09164859,0.18923879,0.114017434,0.10177332,0.12080341,0.076913126,0.16427651,0.07905282,0.09612232,0.07776946,0.093849055,0.3284342,0.13650845,0.100337245,0.39631626
"Mapkapk2",0.21293302,0.12405092,0.13415125,0.1722179,0.07146341,0.04713426,0.07816062,0.031449985,0.37246412,0.081894435,0.1043813,0.051820647,0.34798446,2.3092816,0.18874107,0.29233065,0.20318542,0.22830068,0.24830675,0.11766099,0.21322402,0.15672211,0.15813917,0.074953265,0.046590816,0.101487674,0.02947106,0.09499286,0.097692914,0.03587513,0.2706691,0.14832033,0.06589088,0.12118612
